dataset_version,dataset_doi,archive_filename,archive_md5,archive_sha256,dataset_relative_image_path,dataset_relative_mask_path,stable_source_image_id,mission,rover,camera,sequence_id,label_role,agreement_threshold,label_scheme,image_width,image_height,mask_width,mask_height,valid_pixel_fraction,per_class_pixel_counts_json,candidate_image_count,stem_relationship,split_name
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681619EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681619EDR_F0020000AUT_04096M1.png,NLA_397681619EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.30560207,"{""0"": 320447, ""255"": 728129}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681703EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681703EDR_F0020000AUT_04096M1.png,NLA_397681703EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.00000000,"{""255"": 1048576}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681736EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681736EDR_F0020000AUT_04096M1.png,NLA_397681736EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.18361950,"{""0"": 192539, ""255"": 856037}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681768EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681768EDR_F0020000AUT_04096M1.png,NLA_397681768EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.11958122,"{""0"": 125390, ""255"": 923186}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681801EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681801EDR_F0020000AUT_04096M1.png,NLA_397681801EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.06599522,"{""0"": 69201, ""255"": 979375}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681834EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681834EDR_F0020000AUT_04096M1.png,NLA_397681834EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.45144844,"{""0"": 473378, ""255"": 575198}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681867EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681867EDR_F0020000AUT_04096M1.png,NLA_397681867EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.84886646,"{""0"": 890101, ""255"": 158475}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681893EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681893EDR_F0020000AUT_04096M1.png,NLA_397681893EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.89570236,"{""0"": 939212, ""255"": 109364}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681917EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681917EDR_F0020000AUT_04096M1.png,NLA_397681917EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.78488445,"{""0"": 823011, ""255"": 225565}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681941EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681941EDR_F0020000AUT_04096M1.png,NLA_397681941EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.71313572,"{""0"": 747777, ""255"": 300799}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681967EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681967EDR_F0020000AUT_04096M1.png,NLA_397681967EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.76234341,"{""0"": 799375, ""255"": 249201}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397681999EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397681999EDR_F0020000AUT_04096M1.png,NLA_397681999EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.66670513,"{""0"": 699091, ""255"": 349485}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682034EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682034EDR_F0020000AUT_04096M1.png,NLA_397682034EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.18932056,"{""0"": 198517, ""255"": 850059}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682119EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682119EDR_F0020000AUT_04096M1.png,NLA_397682119EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.00065613,"{""0"": 688, ""255"": 1047888}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682152EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682152EDR_F0020000AUT_04096M1.png,NLA_397682152EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.01294708,"{""0"": 13576, ""255"": 1035000}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682189EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682189EDR_F0020000AUT_04096M1.png,NLA_397682189EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.05046654,"{""0"": 52918, ""255"": 995658}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682285EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682285EDR_F0020000AUT_04096M1.png,NLA_397682285EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.00334167,"{""0"": 3504, ""255"": 1045072}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682316EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682316EDR_F0020000AUT_04096M1.png,NLA_397682316EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.01622009,"{""0"": 17008, ""255"": 1031568}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682347EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682347EDR_F0020000AUT_04096M1.png,NLA_397682347EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.00000000,"{""255"": 1048576}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682394EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682394EDR_F0020000AUT_04096M1.png,NLA_397682394EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.08786392,"{""0"": 92132, ""255"": 956444}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682428EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682428EDR_F0020000AUT_04096M1.png,NLA_397682428EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.00000000,"{""255"": 1048576}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_397682534EDR_F0020000AUT_04096M1.JPG,msl/ncam/labels/train/NLA_397682534EDR_F0020000AUT_04096M1.png,NLA_397682534EDR_F0020000AUT_04096M1,msl,curiosity,ncam,F0020000AUT,crowdsourced_train,,NAV,1024,1024,1024,1024,0.20459080,"{""0"": 214529, ""255"": 834047}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398380694EDR_F0030000NCAM15000M1.JPG,msl/ncam/labels/train/NLA_398380694EDR_F0030000NCAM15000M1.png,NLA_398380694EDR_F0030000NCAM15000M1,msl,curiosity,ncam,F0030000NCAM15000M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.01331902,"{""0"": 13966, ""255"": 1034610}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398381736EDR_F0030000NCAM15000M1.JPG,msl/ncam/labels/train/NLA_398381736EDR_F0030000NCAM15000M1.png,NLA_398381736EDR_F0030000NCAM15000M1,msl,curiosity,ncam,F0030000NCAM15000M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.01661205,"{""0"": 17419, ""255"": 1031157}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398742207EDR_F0030004NCAM00105M1.JPG,msl/ncam/labels/train/NLA_398742207EDR_F0030004NCAM00105M1.png,NLA_398742207EDR_F0030004NCAM00105M1,msl,curiosity,ncam,F0030004NCAM00105M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.22328758,"{""0"": 234134, ""255"": 814442}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398742240EDR_F0030004NCAM00105M1.JPG,msl/ncam/labels/train/NLA_398742240EDR_F0030004NCAM00105M1.png,NLA_398742240EDR_F0030004NCAM00105M1,msl,curiosity,ncam,F0030004NCAM00105M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.51355839,"{""0"": 538505, ""255"": 510071}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398742273EDR_F0030004NCAM00105M1.JPG,msl/ncam/labels/train/NLA_398742273EDR_F0030004NCAM00105M1.png,NLA_398742273EDR_F0030004NCAM00105M1,msl,curiosity,ncam,F0030004NCAM00105M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.47551823,"{""0"": 498617, ""255"": 549959}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398561738EDR_F0030004NCAM00400M1.JPG,msl/ncam/labels/train/NLA_398561738EDR_F0030004NCAM00400M1.png,NLA_398561738EDR_F0030004NCAM00400M1,msl,curiosity,ncam,F0030004NCAM00400M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.05953979,"{""0"": 62432, ""255"": 986144}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398561766EDR_F0030004NCAM00400M1.JPG,msl/ncam/labels/train/NLA_398561766EDR_F0030004NCAM00400M1.png,NLA_398561766EDR_F0030004NCAM00400M1,msl,curiosity,ncam,F0030004NCAM00400M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.09600067,"{""0"": 100664, ""255"": 947912}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398561794EDR_F0030004NCAM00400M1.JPG,msl/ncam/labels/train/NLA_398561794EDR_F0030004NCAM00400M1.png,NLA_398561794EDR_F0030004NCAM00400M1,msl,curiosity,ncam,F0030004NCAM00400M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.12843895,"{""0"": 134678, ""255"": 913898}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398561822EDR_F0030004NCAM00400M1.JPG,msl/ncam/labels/train/NLA_398561822EDR_F0030004NCAM00400M1.png,NLA_398561822EDR_F0030004NCAM00400M1,msl,curiosity,ncam,F0030004NCAM00400M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.19486809,"{""0"": 204334, ""255"": 844242}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398561160EDR_F0030004NCAM15000M1.JPG,msl/ncam/labels/train/NLA_398561160EDR_F0030004NCAM15000M1.png,NLA_398561160EDR_F0030004NCAM15000M1,msl,curiosity,ncam,F0030004NCAM15000M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.89593029,"{""0"": 939451, ""255"": 109125}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398645812EDR_F0030004NCAM15000M1.JPG,msl/ncam/labels/train/NLA_398645812EDR_F0030004NCAM15000M1.png,NLA_398645812EDR_F0030004NCAM15000M1,msl,curiosity,ncam,F0030004NCAM15000M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.86476803,"{""0"": 906775, ""255"": 141801}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398646382EDR_F0030004NCAM15000M1.JPG,msl/ncam/labels/train/NLA_398646382EDR_F0030004NCAM15000M1.png,NLA_398646382EDR_F0030004NCAM15000M1,msl,curiosity,ncam,F0030004NCAM15000M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.65157509,"{""0"": 683226, ""255"": 365350}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398646643EDR_F0030004NCAM15000M1.JPG,msl/ncam/labels/train/NLA_398646643EDR_F0030004NCAM15000M1.png,NLA_398646643EDR_F0030004NCAM15000M1,msl,curiosity,ncam,F0030004NCAM15000M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.48745441,"{""0"": 511133, ""255"": 537443}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398646918EDR_F0030004NCAM15000M1.JPG,msl/ncam/labels/train/NLA_398646918EDR_F0030004NCAM15000M1.png,NLA_398646918EDR_F0030004NCAM15000M1,msl,curiosity,ncam,F0030004NCAM15000M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.50421429,"{""0"": 528707, ""255"": 519869}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398919692EDR_F0030078NCAM00301M1.JPG,msl/ncam/labels/train/NLA_398919692EDR_F0030078NCAM00301M1.png,NLA_398919692EDR_F0030078NCAM00301M1,msl,curiosity,ncam,F0030078NCAM00301M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.77354336,"{""0"": 811119, ""255"": 237457}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398919728EDR_F0030078NCAM00301M1.JPG,msl/ncam/labels/train/NLA_398919728EDR_F0030078NCAM00301M1.png,NLA_398919728EDR_F0030078NCAM00301M1,msl,curiosity,ncam,F0030078NCAM00301M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.79679108,"{""0"": 835496, ""255"": 213080}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398919757EDR_F0030078NCAM00301M1.JPG,msl/ncam/labels/train/NLA_398919757EDR_F0030078NCAM00301M1.png,NLA_398919757EDR_F0030078NCAM00301M1,msl,curiosity,ncam,F0030078NCAM00301M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.85750198,"{""0"": 899156, ""255"": 149420}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398919784EDR_F0030078NCAM00301M1.JPG,msl/ncam/labels/train/NLA_398919784EDR_F0030078NCAM00301M1.png,NLA_398919784EDR_F0030078NCAM00301M1,msl,curiosity,ncam,F0030078NCAM00301M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.94140816,"{""0"": 987138, ""255"": 61438}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398919819EDR_F0030078NCAM00301M1.JPG,msl/ncam/labels/train/NLA_398919819EDR_F0030078NCAM00301M1.png,NLA_398919819EDR_F0030078NCAM00301M1,msl,curiosity,ncam,F0030078NCAM00301M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.81816673,"{""0"": 857910, ""255"": 190666}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398920488EDR_F0030078NCAM00302M1.JPG,msl/ncam/labels/train/NLA_398920488EDR_F0030078NCAM00302M1.png,NLA_398920488EDR_F0030078NCAM00302M1,msl,curiosity,ncam,F0030078NCAM00302M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.04704380,"{""0"": 49329, ""255"": 999247}",1,exact,train
ai4mars-dataset-merged-0.6,10.5281/zenodo.15995036,ai4mars-dataset-merged-0.6.zip,daf80a86021253292e6c425f97baa5c6,,msl/ncam/images/edr/NLA_398920523EDR_F0030078NCAM00302M1.JPG,msl/ncam/labels/train/NLA_398920523EDR_F0030078NCAM00302M1.png,NLA_398920523EDR_F0030078NCAM00302M1,msl,curiosity,ncam,F0030078NCAM00302M1,crowdsourced_train,,NAV,1024,1024,1024,1024,0.39155006,"{""0"": 410570, ""255"": 638006}",1,exact,train
